redshift,j,z,i,u,r,g,h,k,radiopeak,radiototal
0.15654,3414.1939055933226,2305.8244327766834,1635.408229114547,46.30482257850597,1030.9224969741413,343.5788822932603,3253.119391237082,4058.1737013140787,9.93544325162982,13.869624750640515
0.19091,1770.4694824552803,1261.321974669388,781.3156831544,20.971330294539527,491.6164859035853,161.29690769679775,1777.8697782281406,1811.0501241656461,10.480552429246817,18.62094103004138
0.19953,1205.8356987619431,843.3864419272719,566.0129781808319,14.204521518226334,355.81684561901494,102.05308675205546,,1880.7480355493751,2.25044095647026,7.466353054750225
0.3471,,,,,,,,,22.91061249815464,109.56503364151749
0.07199,5336.892155204752,2935.1227611376876,2039.9808340104864,89.54185058270086,1247.4590841406364,501.67929998099123,9034.41601128657,6563.422715518207,1.831909261128091,19.61924608629225
0.52286,,224.50525203309246,147.64764890211686,3.0508902043449497,57.81305419188636,11.283052502675758,,,7.905301311006355,18.238316974182467
0.31961,,194.10026433985811,146.96912499242475,0.2676865183758683,81.06364824792423,13.728603005508873,,,6.733670905117466,9.653138781890505
0.34246,,232.07385931723073,165.66338680247205,1.1138478489787709,93.5031882960621,18.96820695544099,,,2.8272396241818685,3.5080679024693215
0.2315,1230.5188250488316,1103.6377366581646,750.9760242894278,14.322741619005056,459.2254128026035,119.57117559851751,1699.417291758281,2005.9979958878473,5.081568012324146,7.810179302507567
0.1416,1513.8694142471038,1386.8395499679334,948.0389392160142,34.168526857056136,613.7989297547105,214.40062522756443,2223.8216792149888,2555.8202610007856,8.245342978022405,15.334629309078743
0.04332,2655.14520839385,1882.8951201691473,1412.623417794584,131.5911055972536,911.2267672456414,487.5578203477118,4076.6174264678084,4308.543323854275,9.855119818868268,20.815320172933433
0.26645,1122.2470979224347,1186.9323538112408,841.0590946784874,18.519356364118607,497.5375582914603,117.93045668835894,2997.0921979731424,2753.7875990150114,9.614952582114382,16.266566079331053
0.35181,,231.86032710517583,162.4899752018961,1.3855635125988772,89.21259695989367,18.366497349136512,,,11.746106886880607,25.91926524419258
0.12708,,4857.6502538499,3538.5578311967233,166.42792561016185,2232.6790524614753,821.9130972369079,,,40.36645226988601,42.4125589493956
0.12819,2795.6846359067617,2473.0125604678474,1707.7573031669979,52.96953834633049,1099.577627495297,395.5727929860122,3947.298937245489,4812.053182673549,15.855664784468287,27.031615094410828
0.17299,1190.3869617465696,716.5171615800585,522.4279840286079,19.267543971063656,323.017406169837,105.20261220205872,1109.4300216992867,1687.060295963858,5.150318461419978,6.426617381194153
0.17191,1245.3414902179736,747.5261806883079,555.6818427672849,22.1628970794454,357.45894525343647,120.56633171210797,1274.969874099643,1405.8229308846398,5.085846030380293,12.6134133380933
0.34067,,296.5012465547154,207.21755638969015,3.4835834482453,118.25678943436685,22.1833080419331,,,,
0.11461,2082.036322530514,1968.005302193492,1402.2513619516455,61.54974111806994,930.734886065438,351.58173901927586,2723.3287224260002,2169.354415208271,0.609343891321431,0.18640147218685352
0.28021,,738.6287574766465,504.4595977995418,17.948431134281634,295.6830435031547,69.95619927323467,,,,
0.09518,6663.286656051991,3042.4685195284746,2204.0747645335064,121.79400711478775,1432.2741619005085,564.4510503597795,5721.369136113453,5855.049047941765,9.284178454880946,10.786351055269623
0.19385,2080.118804345901,938.4827704518058,706.6853333775422,17.62082791729362,426.21248122559706,122.80787894897564,2322.201665621242,2037.654622939877,11.40644278088048,21.092193911663575
0.13803,4475.983047810047,2779.881377364959,1928.5288452564107,54.65455298175383,1240.5837906870154,423.8634375420998,4260.887727821151,4528.250300461688,6.09488172977352,15.847276032316143
0.23092,,782.0352373283278,560.8236217793651,10.755400594480815,349.9660233752438,91.12267672456413,,,10.29842639185027,12.334032132189096
0.30419,,450.42859124537756,339.48943793488553,7.9584036367191215,192.67543971063657,36.88300761546896,,,0.517287237933251,0.4453554407736616
0.40628,,211.06973658915635,149.70154814367592,2.9405340472847343,77.2016080713007,14.11323656571631,,,2.170715322446919,2.953559694652432
0.45206,,297.869603883965,188.98459113313612,2.3122050238478145,85.35442627424655,15.952413165790201,,,9.028401477578806,10.01351146506751
0.17451,1343.0382107281234,1556.0595682198505,1181.479808252772,77.13057452105888,760.7221249078988,328.417694480447,2467.7429855684445,2532.390050521801,5.029068350557452,6.280013066211925
0.18363,2232.9982733194993,1481.9256660383858,995.4649522710035,28.056014301525757,622.91161066525,188.4630831430014,4031.808750252993,2794.6688709579867,9.22417010252072,11.250018226764139
0.18303,,2026.8709553486067,1441.5381658192148,35.7788147753286,900.3808993691299,266.70221041955085,,,21.404430605983304,28.212045544025422
0.18166,,848.0589848758599,588.3372091714095,12.636484981275425,366.7972920415075,118.58402519613624,,,1.4147693085444148,2.30988199418279
0.13245,,,,,,,,,151.03769196499144,249.70214993010532
0.19647,1245.3414902179736,1284.7722426419743,924.753544859056,28.94850451732911,568.6251358568747,163.69157992648874,1544.1873710667226,2062.1981265992727,3.022398871152017,2.932635457584986
0.05263,18710.622282390574,11793.056027456747,8496.232398098366,415.74400224792754,5829.4317832701545,2565.8207140110135,26079.55003313468,21954.84239874716,10.926383646864782,15.476259462105563
0.13267,,850.4057019588146,564.4510503597795,24.661882167356165,365.11229378599836,140.35452336795845,,,1.0974031798366572,1.500497483936103
0.11697,3668.4973547091977,2831.5619374780995,2301.5811641697055,223.88572383737878,1561.8024595558184,794.3765247575265,4689.21480551795,2713.50435083544,11.163891831772004,12.436952763532597
0.01663,28846.18194223443,19003.177348124842,15136.52997289184,1354.024712241798,11272.651111763862,6177.690046480536,34857.79617594878,28440.051522343994,1.8119300303618517,2.8309717055462142
0.01416,33797.790605843664,30904.816737976606,23271.60454149903,2325.017181027784,16354.08229114547,8257.076880272734,44575.888196822474,37079.20564148773,1.0213938721361087,31.213205204583634
0.01694,31223.970931159387,18742.438053683545,13996.72113392419,1728.3287192068922,10242.982026518344,5171.614908184463,40541.52963126768,33537.47324062002,25.426571000046824,35.32627451527572
0.17453,815.2455599201569,1049.12302804253,735.2356349132547,39.23070406856554,447.12214675033937,147.78362528698787,1242.5102265313117,2252.8396186446016,1.4943309597275514,1.4863188512788343
0.33873,,434.9365518762387,315.3742986694593,0.3581182825504634,175.56034511853866,33.66866961069821,,,0.6294683874146777,0.7915863530394305
0.35858,,551.0942692828063,385.1464678414819,8.241874643981424,215.19190566321947,39.59370965068846,,,,
0.4667,,370.1913036372701,244.5827969558051,0.2147960897434075,108.24966935831469,21.380898101744314,,,7.561464551107034,7.07786876992941
0.06402,9265.91725820447,8504.057019588145,6333.244950537993,531.161136703709,4281.798337848256,2130.227857229458,11248.640863743984,9934.140534150903,6.152227382486592,10.619760838531871
0.11852,,1360.2735549043816,949.7876083707739,37.88140337202479,613.7989297547105,224.09191182328996,,,14.700109387046744,25.602891351101437
0.04434,35455.88493243701,30229.16182340486,21243.51302932921,993.6339313759107,13779.270651443223,6121.056729861359,43241.426099267446,40209.672935336996,8.310570608604076,16.187068435901097
0.21155,,938.4827704518058,660.7331496148964,18.31581451271618,386.9246038083211,107.65305801245354,,,11.580022650478165,14.139299497888322
0.14097,,1703.0461975060189,1210.1130140089142,37.70738327977483,789.2714866719757,270.6612924165121,,,9.240905179692811,13.045465323282741
0.50353,,249.35947246576487,153.47104932996623,0.7572275095407479,66.19518798067338,14.602463210132925,,,21.961060102638893,31.928849503126486
0.27866,,466.0432393741694,339.48943793488553,3.9266833660569485,194.2790213498322,43.41365458964118,,,13.508470319104966,17.051668013722534
0.33034,,214.40062522756443,141.1323656571628,3.2902288683743413,81.13830396994332,15.733519056798109,,,,
0.16634,1925.255117873835,1441.5381658192148,990.8919721962014,30.257028004596542,640.9534372060868,204.18613517661575,2369.7364973027125,2553.468639169909,63.90735314007806,63.966132492926945
0.26439,,569.6739717164187,390.1448647370201,12.269488286175173,232.50192232458997,58.186991231897856,,,13.760456511715905,17.63667873067002
0.13615,,1285.955456098035,1342.846215143035,40.44142786750047,841.8336696616157,321.2376800772104,,,7.394233145780067,11.657004263614326
0.14077,1465.8464370947102,940.2138131390623,694.4267438943177,31.1333835605913,453.34198055686073,169.21001333935658,1497.959250852652,2527.7276267018397,7.891121429260229,11.955674265192384
0.09691,1708.001472498462,1116.9300470588887,867.014033127792,94.36838253877649,597.6217506563715,349.644018047564,2248.5367666003167,2851.874976850127,10.326337417533258,11.603279077487741
0.16689,,1848.5292554650473,1308.658493717231,53.95433833677788,590.5085634885488,284.2012278101377,,,5.922090197977261,6.447313936168046
0.09682,,,,,,,,,2.036061178219032,3.2813582656908826
0.21887,,919.6584385842898,654.6753736772572,14.441971001959653,403.6697050791496,115.03409294886562,,,12.309363191368542,18.00845067722571
0.41786,,374.3058608641063,250.7414182573448,1.857060243393225,129.3082198519896,21.81857839101906,,,6.5383944594745165,7.899125324358989
0.35967,,275.439711042642,194.10026433985811,1.5446370593176841,104.52653061448302,21.282678249023686,,,12.827266197578837,16.05196739011825
0.18216,1859.037900180633,1602.6047848606922,1147.1665331925858,43.33372501590573,740.6726633299487,225.95736056784736,1958.3943424615297,2713.50435083544,3.4228814236432368,4.0235518457733
0.17024,1988.3289025476454,1313.4883110833537,931.5936847002353,30.904843883744448,588.3372091714095,194.9963822846233,2296.6768808168736,2411.739622691468,22.197996650774996,35.92968209724726
0.0614,4885.265354081267,4496.000897894139,2815.9584327367975,66.50067968327792,1614.4559620102402,538.05449909545,6660.394501204785,5223.123776707957,3.3808182612879962,4.71323992995693
0.095,,3296.297734848311,2445.830117892364,99.08919721962013,1620.4143747509154,625.7863563124687,,,5.045918688865715,7.020996431096895
0.03146,40633.87447576484,32600.66045077889,24913.00356825394,1189.1216647245824,16399.336695583264,7178.37524998736,50617.39834162354,43164.866920537235,2.7566390909890885,3.273946233629416
0.38058,,329.9333466556713,215.7873766506619,2.452595973176307,116.84923912986642,21.878953944546772,,,0.9375392531207647,1.8398763370489712
0.38503,,257.2918497094371,174.9147935772717,1.7556034511853866,93.93470679556178,17.475354668563103,,,24.207301538844085,35.778210460867086
0.41429,,358.4480922682572,235.08569339803614,0.8098906121697407,122.92097910016192,21.69832664802713,,,5.423671843398452,7.541794553770983
0.18049,1588.1387153455141,1423.0696928388325,1037.590543013021,40.77801010802149,671.7782766936406,221.628970794454,2789.331142268839,2918.3026533356688,13.378009604971725,14.76329825859791
0.17997,,,,,,,,,67.72059025759523,129.6197705436489
0.12634,5933.19108325731,4321.418241060979,3000.7259733610194,151.2258949973057,2002.7479023460487,744.7774581464668,8556.577311747138,7654.737505053238,122.91078397262862,150.84648920734537
0.1363,1867.6190261019249,1804.788516991191,1303.8464360339237,44.712214675033934,846.499096988259,305.089020434495,3271.145248172709,2746.188449119201,63.740295604890804,75.62710113764626
0.04794,6590.046265045706,5336.129213596906,4138.341519471602,391.5854458297555,2736.6936521138764,1432.2741619005085,8651.67331605169,8377.810121884571,10.916057804893583,14.734024962712153
0.18036,2327.4931836374276,1857.0618745734566,1340.3738795015572,35.58168456190157,844.9405939635924,263.52778991242786,3259.1169461365057,3193.967852156698,22.54056018724469,27.048640067748483
0.4137,,241.89464547069122,175.07588169122377,0.9341699147895524,92.13531409935203,18.86366485801624,,,5.970171981437356,8.255937720120938
0.40291,,268.6744590810528,187.07963916123055,5.124204678418307,96.12269342345793,18.31581451271618,,,5.400054584275644,16.39887685072631
0.05297,16985.894201885534,14615.92421470975,11387.445700291077,1494.2606148015352,8166.318134552112,4669.024515878939,19315.23553975117,19931.065069661778,5.363124522688699,11.979784749967019
0.04141,13768.548488640246,7231.465305053417,5712.49850443018,620.0489818011657,3966.6705879459378,2222.4205897754364,15642.276985943941,14788.712413229423,9.564727754960687,21.718537797147597
0.03063,28713.64274867552,20475.115140787704,15178.41521212345,705.3854828818338,10261.866315611249,4450.677601812159,37316.428342918356,29317.732353729043,10.125136162717016,11.282582455106104
0.11546,,,,,,,,,90.21123738224996,133.91623141400933
0.29649,,479.5415770859024,339.48943793488553,5.15259387848957,198.25603381487318,44.38399737500758,,,2.563426387398552,2.997813580617608
0.43922,,204.56275894347135,129.42730650457284,3.9666740721380465,65.40730038923515,12.93082198519896,,,7.923883225329604,13.2463687097503
0.36245,,305.65122383117784,203.43532397161607,2.7166021200991737,107.55400594480793,19.003194039886676,,,12.001857520661709,25.39565072680636
0.36341,,323.6132156363631,203.2481422060111,1.6248997520189612,107.15833172079857,18.67352038457955,,,19.040507555456056,22.675053645383112
0.4142,,285.25061984965987,195.17596457613388,9.24753544859056,101.02439849931625,17.915385990689284,,,7.240757046694839,7.508281291806689
0.40257,,198.25603381487318,143.35932175314485,4.297604787037218,74.13547872369753,24.890081000514034,,,6.855805158905234,15.888817082579676
0.38362,,251.66682030999664,165.35838129174383,2.3357492189263316,90.28723996956374,16.293932513867915,,,3.5464011533430595,5.243902750338897
0.38247,,186.7352038457959,119.68129490155799,6.1436420905395,65.76978649260113,13.403738795015574,,,60.444965322304114,112.01166715513756
0.18327,2120.7451618851846,1423.0696928388325,1019.59187243402,27.0412255731996,640.3625680902037,194.45828459740454,2809.9580977154023,3492.4531538722786,14.61594651436061,20.29912898517409
0.21847,1184.918546364436,950.662317086706,687.4269690068837,8.630311325856683,419.59092259089044,114.71665331925858,,2037.654622939877,15.718394028464283,27.557110710491397
0.37091,,371.2156831576812,242.11741880745166,5.162097899484519,135.02882451465703,27.901434332292524,,,8.928479316016013,14.983685367538238
0.34719,,494.3401473598557,344.8469161311941,6.240594822695786,188.4630831430014,33.948943793488546,,,18.65762460465353,27.667337360262543
0.2649,703.5395282478501,772.0160807130069,532.6309459216228,23.70426596626584,328.72015138480737,90.6204597374696,1450.440976025302,1868.661461926451,13.975758521079909,20.651861619604645
0.11152,4302.177697194376,3218.2992413293623,2512.0391380029196,196.2576263241173,1509.476031708844,698.9183225653699,4667.669328546598,5232.757890943163,15.042882935436081,17.619709529858476
0.11351,3578.3961740008135,2301.5811641697055,1601.1288145404512,58.29431783270155,1061.7606237049076,403.6697050791496,2720.8205854202074,3893.414138254501,,
0.25075,1228.2543760186263,791.4555291901205,621.1926695591956,15.234420244786548,368.8300761546896,88.39467232040334,,2092.8124275874698,21.32637247983818,26.2647902347343
0.08582,20159.89950362369,14805.608390264217,10874.924307065623,381.96746374757345,7278.23869851819,2894.8504517329106,23545.07453273318,18635.048410749434,37.20277319425633,51.96092919472676
0.18203,,2357.362137303413,1692.1001333935656,39.44811993752041,1060.7818294203446,317.12209746173727,,,2.165212558056185,0.7839497453328474
0.1194,3548.856926948911,2542.296592373267,1851.9372630908108,83.48836966301981,1264.8122576306591,520.5069682658333,4308.242339711321,4054.436195976445,13.036183248655982,38.691976694098265
0.48149,,332.37318620669294,224.50525203309246,6.468842427093474,97.10164029084466,17.96496077629008,,,20.26652036450511,34.35515840761301
0.08313,13642.326784398561,8702.146540303725,6415.437245009405,269.1695594726762,4289.692398136569,1755.6034511853866,16289.20318960295,14572.378599898459,1.3231139189177064,18.306237736275843
0.1409,,892.1259695989369,633.9077564597752,28.921868866836462,407.4049007570428,147.9197268995708,,,,
0.04662,,,,,,,,,12.520550892906323,16.096924397530678
0.18166,,985.4307324839752,709.9479430947199,21.718309763486683,452.92485854143666,144.02118000052684,,,5.874504824340368,8.49724005931215
0.20968,,1038.5479384595217,760.0221810255134,16.159442177093624,466.4724427875315,137.15971255527174,,,16.33177533640381,26.849736164077743
0.18189,,1526.2520315016504,1088.4939589422072,36.0102335142141,689.3279802211609,221.83308041933057,,,4.623534863642387,5.446550692381083
0.22596,1530.6942411713144,862.2355390016562,533.6124526521788,15.574926242576769,324.2101240805716,86.54192800354085,1425.2795012256522,1583.1807732959242,20.277407512620503,62.5952128896639
0.16756,1611.7153814356764,1233.7463899872926,897.8962744038337,31.50841213447995,576.0047027258657,191.7899878011329,2513.6228128141497,2179.3679299424225,5.260052663410313,7.039922198701536
0.45134,,305.93271391081623,193.92167180502085,6.6012520604283695,91.62751602410617,19.055745491321687,,,2.865899594916651,3.4473345060525484
0.12735,1316.0980444432203,977.2969740455644,704.0867863887868,26.645634841128707,457.53679870912094,169.52212323143334,,1908.6686246046136,11.46274780787016,14.110252485850525
0.13695,2542.6600812941992,1393.2398335577727,981.8072130169926,27.291440706054736,618.3379401953653,214.0062647593063,3570.260748317554,3783.8206819182274,8.637372435405753,9.77006231027928
0.17042,,717.8375249987361,520.986330154568,19.285288452564068,332.06736812839983,109.25112232254875,,,2.696798010163819,12.204287110141927
0.25512,821.274257476951,716.5171615800585,534.596707199066,19.770894103282707,355.81684561901494,106.56792242593359,1373.7257983229706,1865.2210394252907,22.428854451417294,23.29507285161163
0.3322,,694.4267438943177,503.06752816373177,11.482230184071387,318.87902233825076,65.22680720954465,,,35.68066590491019,48.68432961994073
0.23175,1320.9553186832832,937.6192681920531,709.2934707272917,23.357492189263322,433.73709488865217,117.17257997111302,1181.1358455171153,1884.2154427480089,14.225088827201054,26.734045856425464
0.41011,,384.08432068437537,279.7859298615903,0.9188106425713852,137.91960697124784,30.791149837535585,,,22.17037973420292,29.617409948408252
0.02938,29654.337882072054,26207.537282567348,19716.335796781907,2039.9808340104864,13855.635125988772,6989.183225653699,37592.381345840826,30812.741189026307,4.1541030535118875,6.134173461177673
0.22475,990.1209223115734,701.4977944963845,522.4279840286079,10.433408514738169,312.1953469436246,84.26089579910571,1120.726873227346,1776.3580441340794,8.941546986764846,10.392749645290671
0.14891,1905.848675733628,771.3057452105887,546.5455298175383,22.388572383737834,361.43198641361255,125.7843532929812,2332.9207073930065,2309.5663640945045,0.9595620044632543,2.9782514679178878
0.22761,1112.982100160724,769.1773065556044,530.6724129292537,13.416106562411722,315.66474323348166,80.32043532140487,1416.119983151358,1311.9893744807803,2.9723280608198936,22.421682378730537
0.23236,,676.7472301844339,539.5433833677788,8.211568512629468,329.9333466556713,86.14421921658813,,,9.443203125793335,17.825627598726236
0.44794,,358.4480922682572,243.23522132292734,4.4424872902346095,126.59793128860176,26.547656390311055,,,4.194085197327253,7.609205028993841
